,0,1,2,3
0,3,23,0.12144096195697784,0.6461184024810791
1,3,24,0.1090717688202858,0.6471763253211975
2,3,25,0.13737192749977112,0.719099223613739
3,3,26,0.078094981610775,0.7341230511665344
4,3,27,0.1494838297367096,0.8035794496536255
5,3,28,0.043097175657749176,0.8154475688934326
6,4,23,0.12283501029014587,0.646129846572876
7,4,24,0.10706647485494614,0.6469236016273499
8,4,25,0.14193283021450043,0.7131466269493103
9,4,26,0.08210495114326477,0.7342556715011597
10,4,27,0.15019020438194275,0.8028271794319153
11,4,28,0.04494199901819229,0.8095276355743408
12,5,23,0.12846016883850098,0.6461893916130066
13,5,24,0.10939747840166092,0.6469119787216187
14,5,25,0.14637868106365204,0.7122238278388977
15,5,26,0.09550652652978897,0.7343197464942932
16,5,27,0.1516498178243637,0.8025913834571838
17,5,28,0.052516303956508636,0.8036944270133972
18,6,23,0.13359956443309784,0.643982470035553
19,6,24,0.11364641785621643,0.6437544226646423
20,6,25,0.1495792120695114,0.7115421295166016
21,6,26,0.10454129427671432,0.7342018485069275
22,6,27,0.15252704918384552,0.8026944994926453
23,6,28,0.06335624307394028,0.7958892583847046
24,7,23,0.13881248235702515,0.640640914440155
25,7,24,0.11903884261846542,0.6400161981582642
26,7,25,0.15439513325691223,0.7115188241004944
27,7,26,0.11474131047725677,0.7330424189567566
28,7,27,0.15328428149223328,0.8027018308639526
29,7,28,0.07500868290662766,0.7912991642951965
30,8,23,0.14493797719478607,0.6390771865844727
31,8,24,0.12511274218559265,0.6376476883888245
32,8,25,0.15844105184078217,0.7113329172134399
33,8,26,0.12437808513641357,0.7288067936897278
34,8,27,0.15319138765335083,0.8022618293762207
35,8,28,0.08721521496772766,0.7893085479736328
36,9,23,0.15105818212032318,0.637091875076294
37,9,24,0.1316450983285904,0.635199785232544
38,9,25,0.15983648598194122,0.7112666964530945
39,9,26,0.13671647012233734,0.7209445238113403
40,9,27,0.15307877957820892,0.8022053837776184
41,9,28,0.1002994254231453,0.7884189486503601
42,10,23,0.1578657329082489,0.6367009878158569
43,10,24,0.13861577212810516,0.6347671151161194
44,10,25,0.1634840965270996,0.7117259502410889
45,10,26,0.14495417475700378,0.7198343276977539
46,10,27,0.15227219462394714,0.8021884560585022
47,10,28,0.1138162612915039,0.7918108701705933
48,11,23,0.16269175708293915,0.6354681849479675
49,11,24,0.14267882704734802,0.633169949054718
50,11,25,0.16937674582004547,0.7101733088493347
51,11,26,0.15025921165943146,0.7161394953727722
52,11,27,0.15330763161182404,0.8015801906585693
53,11,28,0.12923564016819,0.7978103756904602
54,12,23,0.16617350280284882,0.6348636746406555
55,12,24,0.1483750343322754,0.6333776116371155
56,12,25,0.17142055928707123,0.7103701829910278
57,12,26,0.1591300219297409,0.7157498598098755
58,12,27,0.15306459367275238,0.8008262515068054
59,12,28,0.1488414704799652,0.8041296005249023
60,13,23,0.17146457731723785,0.6335088014602661
61,13,24,0.15346232056617737,0.6314103007316589
62,13,25,0.17592157423496246,0.7105643153190613
63,13,26,0.16556358337402344,0.7077659368515015
64,13,27,0.15604522824287415,0.8038575649261475
65,13,28,0.15833218395709991,0.8045249581336975
66,14,23,0.1777818500995636,0.632915735244751
67,14,24,0.16049976646900177,0.6321654915809631
68,14,25,0.17565755546092987,0.7112887501716614
69,14,26,0.16834960877895355,0.7118150591850281
70,14,27,0.16631092131137848,0.8039873838424683
71,14,28,0.16910259425640106,0.8076901435852051
72,15,23,0.1783599853515625,0.6330768465995789
73,15,24,0.16751429438591003,0.6321629285812378
74,15,25,0.17322668433189392,0.7113433480262756
75,15,26,0.18128420412540436,0.7132595777511597
76,15,27,0.16237713396549225,0.804108202457428
77,15,28,0.19460910558700562,0.816400945186615
78,16,23,0.18302157521247864,0.6334676742553711
79,16,24,0.1740105152130127,0.632527768611908
80,16,25,0.17267845571041107,0.7113702893257141
81,16,26,0.19111882150173187,0.7143320441246033
82,16,27,0.1605675220489502,0.8043276071548462
83,16,28,0.20977754890918732,0.8181770443916321
84,17,23,0.18853603303432465,0.6363118290901184
85,17,24,0.18022878468036652,0.6358228921890259
86,17,25,0.17631252110004425,0.7130098342895508
87,17,26,0.1987273097038269,0.7159178853034973
88,17,27,0.15976761281490326,0.8042932152748108
89,17,28,0.22042012214660645,0.815991222858429
90,18,23,0.19356271624565125,0.6399919986724854
91,18,24,0.18759460747241974,0.6397861838340759
92,18,25,0.1792145073413849,0.7186158895492554
93,18,26,0.20594866573810577,0.7225281000137329
94,18,27,0.15913361310958862,0.8047741651535034
95,18,28,0.2257307469844818,0.8169708251953125
96,19,23,0.20520396530628204,0.6421787738800049
97,19,24,0.19764253497123718,0.6428169012069702
98,19,25,0.1900210976600647,0.7226052284240723
99,19,26,0.21366313099861145,0.7239660024642944
100,19,27,0.16059525310993195,0.8026565313339233
101,19,28,0.2325320690870285,0.8204983472824097
102,20,23,0.21470335125923157,0.6427949666976929
103,20,24,0.20250773429870605,0.644023597240448
104,20,25,0.19835107028484344,0.725761890411377
105,20,26,0.2186250239610672,0.72547847032547
106,20,27,0.16479085385799408,0.8006481528282166
107,20,28,0.23560519516468048,0.8266484141349792
108,21,23,0.22079525887966156,0.6425133347511292
109,21,24,0.2078177034854889,0.6436152458190918
110,21,25,0.2086758017539978,0.7264338731765747
111,21,26,0.22361749410629272,0.7252606749534607
112,21,27,0.17027698457241058,0.7932299375534058
113,21,28,0.23626017570495605,0.8277501463890076
114,22,23,0.22971861064434052,0.6424866914749146
115,22,24,0.2167234867811203,0.6431686282157898
116,22,25,0.22498270869255066,0.725821852684021
117,22,26,0.22706741094589233,0.7256546020507812
118,22,27,0.1794591099023819,0.7840112447738647
119,22,28,0.2368418127298355,0.8276628851890564
120,23,23,0.236161008477211,0.6423065662384033
121,23,24,0.22178970277309418,0.6429023742675781
122,23,25,0.2314314991235733,0.7257081270217896
123,23,26,0.23012575507164001,0.7255272269248962
124,23,27,0.19020193815231323,0.7825101017951965
125,23,28,0.2357693314552307,0.8285549879074097
126,24,23,0.2431953400373459,0.6420970559120178
127,24,24,0.226116344332695,0.6429789662361145
128,24,25,0.24211829900741577,0.7250437140464783
129,24,26,0.23311693966388702,0.7269795536994934
130,24,27,0.20234622061252594,0.7834123969078064
131,24,28,0.23450098931789398,0.8272896409034729
132,25,23,0.24531979858875275,0.6412100195884705
133,25,24,0.23093459010124207,0.642776608467102
134,25,25,0.24902811646461487,0.722155749797821
135,25,26,0.23630164563655853,0.7290216088294983
136,25,27,0.21263153851032257,0.785800576210022
137,25,28,0.23457199335098267,0.8265312314033508
138,26,23,0.2460499107837677,0.6411410570144653
139,26,24,0.23860010504722595,0.6426666975021362
140,26,25,0.25300464034080505,0.7221074104309082
141,26,26,0.23984478414058685,0.729375958442688
142,26,27,0.2282707244157791,0.7974035739898682
143,26,28,0.23259136080741882,0.8219336867332458
144,27,23,0.2574469745159149,0.6390949487686157
145,27,24,0.24050360918045044,0.6400187611579895
146,27,25,0.26564526557922363,0.7186909914016724
147,27,26,0.24146433174610138,0.7291445136070251
148,27,27,0.24756963551044464,0.7987824082374573
149,27,28,0.23678307235240936,0.8219273686408997
150,28,23,0.2625961899757385,0.6387359499931335
151,28,24,0.24596641957759857,0.6399714350700378
152,28,25,0.2745744287967682,0.7140246033668518
153,28,26,0.24366334080696106,0.7279730439186096
154,28,27,0.258564829826355,0.7985098361968994
155,28,28,0.2383606880903244,0.8212957382202148
156,29,23,0.26359161734580994,0.6382293105125427
157,29,24,0.2501358687877655,0.6386244297027588
158,29,25,0.27832576632499695,0.711524248123169
159,29,26,0.2503255605697632,0.7240660786628723
160,29,27,0.2723492681980133,0.8027671575546265
161,29,28,0.24296782910823822,0.8205509185791016
162,30,23,0.26927700638771057,0.6377776861190796
163,30,24,0.25760987401008606,0.6380956172943115
164,30,25,0.28526628017425537,0.7113120555877686
165,30,26,0.2518307864665985,0.7238848209381104
166,30,27,0.2926839292049408,0.8031774759292603
167,30,28,0.23944024741649628,0.8213005661964417
168,31,23,0.2770928740501404,0.6397204399108887
169,31,24,0.2633642852306366,0.6393039226531982
170,31,25,0.2936524748802185,0.7120532989501953
171,31,26,0.2519053816795349,0.7268524169921875
172,31,27,0.3076664209365845,0.8045192956924438
173,31,28,0.23863907158374786,0.8227241039276123
174,32,23,0.28245818614959717,0.6398155689239502
175,32,24,0.2701420187950134,0.6394175887107849
176,32,25,0.30001211166381836,0.7125773429870605
177,32,26,0.2567165195941925,0.7279494404792786
178,32,27,0.3214195966720581,0.8043567538261414
179,32,28,0.2390146702528,0.8233577013015747
180,33,23,0.2834252417087555,0.6435990333557129
181,33,24,0.2808755040168762,0.6438297033309937
182,33,25,0.2821251153945923,0.7291966676712036
183,33,26,0.30710262060165405,0.725833535194397
184,33,27,0.2545342445373535,0.8208109140396118
185,33,28,0.3296818435192108,0.8142667412757874
186,34,23,0.2947307825088501,0.6464579105377197
187,34,24,0.2859817147254944,0.6454651951789856
188,34,25,0.3146505057811737,0.7263621091842651
189,34,26,0.2747630774974823,0.7280033826828003
190,34,27,0.3361692726612091,0.8152000308036804
191,34,28,0.2648853361606598,0.8174712657928467
192,35,23,0.3029283285140991,0.6496534943580627
193,35,24,0.28980836272239685,0.6489482522010803
194,35,25,0.32494720816612244,0.7248442769050598
195,35,26,0.2750544250011444,0.7328017354011536
196,35,27,0.3425222337245941,0.8137351274490356
197,35,28,0.24977637827396393,0.8187968730926514
198,36,23,0.3132224380970001,0.6497438549995422
199,36,24,0.29766568541526794,0.6491391062736511
200,36,25,0.3315708339214325,0.7239788174629211
201,36,26,0.2832518219947815,0.7336154580116272
202,36,27,0.34615325927734375,0.8134531378746033
203,36,28,0.2496289312839508,0.817950963973999
204,37,23,0.31972312927246094,0.6488633155822754
205,37,24,0.3039143979549408,0.6486215591430664
206,37,25,0.3376635015010834,0.7236833572387695
207,37,26,0.2960297465324402,0.7352165579795837
208,37,27,0.34726351499557495,0.8139708638191223
209,37,28,0.2527553141117096,0.8131682872772217
210,38,23,0.32616880536079407,0.64830082654953
211,38,24,0.311887264251709,0.6483878493309021
212,38,25,0.3426395654678345,0.7235771417617798
213,38,26,0.30952537059783936,0.735770046710968
214,38,27,0.34855353832244873,0.8140618801116943
215,38,28,0.26182833313941956,0.8076350092887878
216,39,23,0.3353007435798645,0.6474296450614929
217,39,24,0.3223424255847931,0.6469659209251404
218,39,25,0.34638118743896484,0.7231780290603638
219,39,26,0.32089871168136597,0.7351973056793213
220,39,27,0.34785348176956177,0.814741313457489
221,39,28,0.27414971590042114,0.8028368949890137
222,40,23,0.3404809832572937,0.6450952291488647
223,40,24,0.32832708954811096,0.6451574563980103
224,40,25,0.3515348434448242,0.7226948142051697
225,40,26,0.3336932957172394,0.7334499955177307
226,40,27,0.34818512201309204,0.8155853152275085
227,40,28,0.2866573631763458,0.7973160743713379
228,41,23,0.3465425670146942,0.644469678401947
229,41,24,0.33639124035835266,0.6445277333259583
230,41,25,0.35211798548698425,0.7227770686149597
231,41,26,0.3414565920829773,0.7319285869598389
232,41,27,0.34656059741973877,0.8185226321220398
233,41,28,0.3023374378681183,0.7996974587440491
234,42,23,0.3465505540370941,0.6432393789291382
235,42,24,0.3394196331501007,0.6435997486114502
236,42,25,0.35186851024627686,0.722723126411438
237,42,26,0.3471889793872833,0.7309238314628601
238,42,27,0.34741446375846863,0.817716658115387
239,42,28,0.3095747232437134,0.801459789276123
240,43,23,0.3551829755306244,0.6393234133720398
241,43,24,0.3409973680973053,0.6396182775497437
242,43,25,0.3607487082481384,0.720090389251709
243,43,26,0.3534381687641144,0.7276240587234497
244,43,27,0.34741273522377014,0.8160145282745361
245,43,28,0.32542046904563904,0.8037432432174683
246,44,23,0.3627142012119293,0.6393438577651978
247,44,24,0.34942448139190674,0.63923180103302
248,44,25,0.37035515904426575,0.7197076678276062
249,44,26,0.3575681149959564,0.7260046005249023
250,44,27,0.348667174577713,0.8107404708862305
251,44,28,0.34286609292030334,0.812072217464447
252,45,23,0.35930049419403076,0.6382904052734375
253,45,24,0.3585129380226135,0.6380685567855835
254,45,25,0.36065438389778137,0.7194937467575073
255,45,26,0.37572330236434937,0.7209078073501587
256,45,27,0.3508545458316803,0.8107112050056458
257,45,28,0.36042577028274536,0.8164191842079163
258,46,23,0.3616359531879425,0.6385669708251953
259,46,24,0.36853456497192383,0.6384308934211731
260,46,25,0.35886818170547485,0.7214723825454712
261,46,26,0.38310274481773376,0.7211672067642212
262,46,27,0.34971460700035095,0.8108062148094177
263,46,28,0.3761090636253357,0.8216767311096191
264,47,23,0.36929523944854736,0.6390016078948975
265,47,24,0.372644305229187,0.6386684775352478
266,47,25,0.36412933468818665,0.725235641002655
267,47,26,0.3870253562927246,0.721695601940155
268,47,27,0.34963539242744446,0.812788724899292
269,47,28,0.39476677775382996,0.8307085633277893
270,48,23,0.37924379110336304,0.6394674777984619
271,48,24,0.3770211338996887,0.6393501162528992
272,48,25,0.3692632019519806,0.7263564467430115
273,48,26,0.39302656054496765,0.7243029475212097
274,48,27,0.351281076669693,0.8138400316238403
275,48,28,0.4115262031555176,0.8316216468811035
276,49,23,0.38486990332603455,0.6445329785346985
277,49,24,0.3834129571914673,0.64394611120224
278,49,25,0.3715311884880066,0.7291616797447205
279,49,26,0.39990758895874023,0.7292706370353699
280,49,27,0.3525605797767639,0.8143643736839294
281,49,28,0.4250990152359009,0.832891583442688
282,50,23,0.39192575216293335,0.6478222608566284
283,50,24,0.389999121427536,0.6483680605888367
284,50,25,0.3756808340549469,0.7318015694618225
285,50,26,0.40908995270729065,0.732427716255188
286,50,27,0.3542242646217346,0.8146594166755676
287,50,28,0.432015061378479,0.8325180411338806
288,51,23,0.39880308508872986,0.6488882303237915
289,51,24,0.396423876285553,0.6497322916984558
290,51,25,0.3832411468029022,0.7338505983352661
291,51,26,0.4148692190647125,0.7360730767250061
292,51,27,0.35684484243392944,0.8136358261108398
293,51,28,0.4353529214859009,0.8346092104911804
294,52,23,0.407536119222641,0.6501342058181763
295,52,24,0.4045022130012512,0.6502007246017456
296,52,25,0.39149194955825806,0.7353700995445251
297,52,26,0.4211631119251251,0.7365670204162598
298,52,27,0.3604617714881897,0.810409426689148
299,52,28,0.43716415762901306,0.8365373611450195
300,53,23,0.4201531410217285,0.6505625247955322
301,53,24,0.4116557836532593,0.6514003276824951
302,53,25,0.4039640724658966,0.7360373139381409
303,53,26,0.42579329013824463,0.7368155717849731
304,53,27,0.36698251962661743,0.8013792634010315
305,53,28,0.4393194913864136,0.8386545181274414
306,54,23,0.4278828203678131,0.6494638919830322
307,54,24,0.4175398647785187,0.6499878168106079
308,54,25,0.4239127039909363,0.7351617813110352
309,54,26,0.4287397265434265,0.734321117401123
310,54,27,0.37742558121681213,0.7942320108413696
311,54,28,0.4402330815792084,0.8403205871582031
312,55,23,0.4306349456310272,0.6493388414382935
313,55,24,0.4213080406188965,0.6495566964149475
314,55,25,0.43525105714797974,0.7345548272132874
315,55,26,0.43273302912712097,0.7342367768287659
316,55,27,0.3907325565814972,0.7867676019668579
317,55,28,0.43952569365501404,0.8391954898834229
318,56,23,0.43229418992996216,0.6480372548103333
319,56,24,0.42570313811302185,0.6481750011444092
320,56,25,0.44185301661491394,0.7327806353569031
321,56,26,0.4369460344314575,0.7340447902679443
322,56,27,0.40831711888313293,0.7918824553489685
323,56,28,0.4298330843448639,0.8330219388008118
324,57,23,0.43933868408203125,0.645562469959259
325,57,24,0.43123525381088257,0.6468106508255005
326,57,25,0.44835779070854187,0.7271390557289124
327,57,26,0.4423922002315521,0.7341694831848145
328,57,27,0.41471725702285767,0.7941040396690369
329,57,28,0.4377932548522949,0.8329585790634155
330,58,23,0.44311296939849854,0.6442394852638245
331,58,24,0.4399729073047638,0.6462683081626892
332,58,25,0.45301201939582825,0.7266126275062561
333,58,26,0.44415566325187683,0.7344580292701721
334,58,27,0.4293002188205719,0.8000330328941345
335,58,28,0.4360843002796173,0.8311520218849182
336,59,23,0.45352330803871155,0.6434933543205261
337,59,24,0.44388771057128906,0.6445531249046326
338,59,25,0.4631575345993042,0.7259615063667297
339,59,26,0.4465979337692261,0.7344178557395935
340,59,27,0.44893965125083923,0.806537389755249
341,59,28,0.4397199749946594,0.8314844965934753
342,60,23,0.4591793119907379,0.6435425281524658
343,60,24,0.4516433775424957,0.6445446610450745
344,60,25,0.47388723492622375,0.7235491871833801
345,60,26,0.45017531514167786,0.7344507575035095
